open,high,low,close
1.6152,1.6165,1.6145,1.6153
1.6153,1.6169,1.6141,1.6160999999999999
1.616,1.6177000000000001,1.6155,1.6167
1.6167,1.617,1.6146,1.6160999999999999
1.6162999999999998,1.619,1.616,1.6176
1.6175000000000002,1.6181,1.6114000000000002,1.6118999999999999
1.6118999999999999,1.6155,1.6117,1.6153
1.6153,1.6175000000000002,1.6146,1.6167
1.6167,1.6228,1.6166,1.6225
1.6227,1.6235,1.6214,1.6216
1.6217000000000001,1.6249,1.6197,1.6211
1.6212,1.6240999999999999,1.619,1.623
1.6228,1.6256,1.6204,1.625
1.6249,1.6282,1.6236000000000002,1.6265
1.6265,1.6298,1.6249,1.6280000000000001
1.6280000000000001,1.6282999999999999,1.6257000000000001,1.6263
1.6263999999999998,1.6282999999999999,1.6252,1.6278000000000001
1.6277,1.6289,1.627,1.6276000000000002
1.6277,1.6277,1.6265,1.6272
1.6272,1.6280000000000001,1.6263999999999998,1.6265
1.6265,1.6276000000000002,1.6265,1.6265
1.6263999999999998,1.6280999999999999,1.6261999999999999,1.6280000000000001
1.6279,1.6279,1.6246,1.6248
1.6248,1.6254,1.6236000000000002,1.625
1.625,1.627,1.624,1.627
1.627,1.6284,1.6268,1.6274
1.6273,1.6280999999999999,1.626,1.6265
1.6265,1.6284999999999998,1.626,1.6284999999999998
1.6284999999999998,1.6322,1.6284999999999998,1.6319
1.6319,1.6335,1.6307,1.6311
1.6311,1.6372,1.6297000000000001,1.6360000000000001
1.6360000000000001,1.6367,1.6343999999999999,1.6354
1.6353,1.6389,1.6345,1.6381000000000001
1.6381000000000001,1.6411,1.6367,1.6383
1.6383,1.6395,1.6347,1.6360999999999999
1.6360999999999999,1.637,1.634,1.6355
1.6356000000000002,1.6373,1.6329,1.6335
1.6336,1.6354,1.6329,1.6351
1.635,1.6352,1.6327,1.6328
1.6327,1.6343,1.6315,1.6322999999999999
1.6322,1.6324,1.6303999999999998,1.6319
1.6319,1.6343,1.6315,1.6328
1.6329,1.6333,1.6317,1.6318000000000001
1.6318000000000001,1.6336,1.6317,1.6331
1.6331,1.6334,1.6326,1.6327
1.6326,1.6336,1.6324,1.6324
1.6322999999999999,1.6328,1.6318000000000001,1.6319
1.6318000000000001,1.6318000000000001,1.6303999999999998,1.6315
1.6316000000000002,1.6322,1.6306,1.6312
1.6313,1.6326,1.6311,1.6322999999999999
1.6322999999999999,1.6343,1.6322999999999999,1.6335
1.6334,1.6351,1.6324,1.6348
1.6347,1.6351,1.6320000000000001,1.6341
1.6343,1.6362,1.6324999999999998,1.6345
1.6345,1.6360000000000001,1.6336,1.6356000000000002
1.6357,1.6360999999999999,1.634,1.6347
1.6347,1.6371,1.6343999999999999,1.6364
1.6364,1.6368,1.6356000000000002,1.6358000000000001
1.6358000000000001,1.6383,1.6309,1.6314
1.6313,1.6327,1.6284999999999998,1.6299000000000001
1.6299000000000001,1.6349,1.6296,1.6341999999999999
1.6341999999999999,1.6375,1.6322,1.6374
1.6375,1.6409,1.6371,1.6388
1.6388,1.6404,1.6377000000000002,1.6392
1.6392,1.6402999999999999,1.6391,1.6396
1.6397,1.6400000000000001,1.639,1.6396
1.6396,1.6396,1.6388,1.6391
1.6393,1.6416,1.639,1.6415
1.6415,1.6417000000000002,1.6412,1.6413
1.6414,1.6414,1.6392,1.6393
1.6394,1.6408,1.6394,1.6398000000000001
1.6398000000000001,1.6399,1.6381000000000001,1.6385
1.6385999999999998,1.639,1.6379000000000001,1.6381999999999999
1.6381999999999999,1.6383,1.6364999999999998,1.6377000000000002
1.6378,1.6378,1.637,1.637
1.637,1.6416,1.637,1.6376
1.6376,1.6440000000000001,1.6374,1.6419000000000001
1.6418,1.6432,1.6404,1.6414
1.6414,1.6421000000000001,1.6402,1.6421000000000001
1.6421000000000001,1.6440000000000001,1.6419000000000001,1.6434
1.6434,1.6440000000000001,1.6415,1.6416
1.6416,1.6419000000000001,1.6381999999999999,1.6383999999999999
1.6383999999999999,1.6404999999999998,1.6383999999999999,1.6389
1.6388,1.639,1.6374,1.6374
1.6374,1.638,1.6362999999999999,1.6364999999999998
1.6364999999999998,1.6366,1.6326,1.633
1.6329,1.6332,1.6327,1.633
1.633,1.6335,1.6329,1.6334
1.6334,1.6349,1.6333,1.6347
1.6347,1.6352,1.6343999999999999,1.6347
1.6347,1.6351,1.6335,1.634
1.6341,1.6341,1.6331,1.6331
1.633,1.6343999999999999,1.633,1.6336
1.6335,1.6341999999999999,1.633,1.6337000000000002
1.6338,1.6362,1.6322,1.6333
1.6333,1.6346,1.6332,1.6346
1.6346,1.6348,1.6339000000000001,1.6348
1.6347,1.6349,1.6338,1.6341999999999999
1.6341999999999999,1.6374,1.634,1.6373
1.6373,1.641,1.6347,1.6404999999999998
1.6406,1.6442999999999999,1.6385,1.6431
1.643,1.6520000000000001,1.643,1.651
1.651,1.6564999999999999,1.6501000000000001,1.655
1.655,1.6573,1.6543,1.6554
1.6553,1.6585,1.6529,1.6560000000000001
1.6560000000000001,1.6585,1.6548,1.6566999999999998
1.6568,1.658,1.6515,1.6536
1.6535,1.6564999999999999,1.6516,1.6562000000000001
1.6562999999999999,1.6568,1.6503999999999999,1.651
1.651,1.6537,1.6502,1.6519
1.6519,1.6520000000000001,1.6498,1.6516
1.6517,1.6518000000000002,1.6484,1.6484999999999999
1.6484999999999999,1.6502,1.6481,1.6496
1.6497000000000002,1.6497000000000002,1.6486,1.6488
1.6488,1.65,1.6484999999999999,1.65
1.65,1.6512,1.6495,1.6511
1.651,1.6519,1.6509,1.6514
1.6514,1.6522000000000001,1.6496,1.6522000000000001
1.6521,1.6543,1.6519,1.6531
1.653,1.653,1.6512,1.6524
1.6522999999999999,1.6531,1.6508,1.6508
1.6507,1.6520000000000001,1.6502,1.6515
1.6515,1.6542,1.6514,1.6542
1.6542,1.6562000000000001,1.6491,1.6502
1.6503,1.6521,1.647,1.6482
1.6482999999999999,1.6484999999999999,1.6454,1.6475
1.6476,1.6517,1.6474,1.6502
1.6502,1.6513,1.6501000000000001,1.6501000000000001
1.6502,1.6522000000000001,1.6482,1.6507
1.6508,1.6558000000000002,1.6501000000000001,1.6521
1.6520000000000001,1.6560000000000001,1.6519,1.6545
1.6543999999999999,1.6591,1.6542,1.6564999999999999
1.6566,1.6582,1.6552,1.6554
1.6553,1.6564,1.655,1.6562999999999999
1.6562000000000001,1.6564999999999999,1.6545,1.6547
1.6545999999999998,1.6549,1.6526,1.653
1.6529,1.6543999999999999,1.6522999999999999,1.653
1.6529,1.6551,1.6526999999999998,1.6545999999999998
1.6547,1.6549,1.6534,1.6545999999999998
1.6547,1.6547,1.6533,1.6535
1.6536,1.6543999999999999,1.653,1.6535
1.6536,1.6545,1.6529,1.6541000000000001
1.6542,1.655,1.6522999999999999,1.6534
1.6532,1.6541000000000001,1.6531,1.6537
1.6538,1.6558000000000002,1.6535,1.6552
1.6551,1.6561,1.6547,1.6551
1.655,1.6560000000000001,1.6542,1.6553
1.6554,1.6564999999999999,1.6541000000000001,1.6552
1.6551,1.6552,1.6499000000000001,1.6513
1.6514,1.6528,1.6505,1.6515
1.6514,1.6541000000000001,1.6488,1.6489
1.6488,1.6529,1.6480000000000001,1.6529
1.6528,1.6629,1.6528,1.6623
1.6623999999999999,1.6658,1.6598000000000002,1.6635
1.6634,1.6662,1.6589,1.6623
1.6625,1.6676,1.6623999999999999,1.6672
1.6673,1.6673,1.6639,1.6646999999999998
1.6648,1.6665,1.6638,1.6652
1.6651,1.6674,1.6646,1.6674
1.6675,1.6686,1.6662,1.6663000000000001
1.6663999999999999,1.6665999999999999,1.6651,1.6665
1.6665999999999999,1.6665999999999999,1.6649,1.665
1.6649,1.6656,1.6646999999999998,1.6655
1.6656,1.666,1.6648,1.665
1.6651,1.6656,1.6649,1.6653
1.6652,1.6657,1.6643,1.6644
1.6644999999999999,1.6653,1.6644,1.6653
1.6654,1.6705999999999999,1.6654,1.6697
1.6698,1.6703999999999999,1.6691,1.67
1.6699000000000002,1.6707999999999998,1.6691,1.6705999999999999
1.6707,1.6733,1.6705999999999999,1.6732
1.6733,1.6741000000000001,1.6695,1.67
1.6699000000000002,1.6724,1.6692,1.6695
1.6693,1.6703999999999999,1.6657,1.6703000000000001
1.6703999999999999,1.6718,1.6696,1.6703999999999999
1.6703000000000001,1.671,1.6686,1.6695
1.6694,1.671,1.6689,1.671
1.6709,1.6713,1.6684999999999999,1.669
1.6689,1.6723,1.6686,1.6701000000000001
1.67,1.6711,1.6658,1.6703999999999999
1.6703000000000001,1.6720000000000002,1.6678,1.6692
1.6693,1.6698,1.6663000000000001,1.6671
1.667,1.6692,1.6669,1.6681
1.6682000000000001,1.6689,1.6677,1.6686
1.6684999999999999,1.6686,1.6669,1.6669
1.667,1.6677,1.6655,1.6655
1.6684,1.6684,1.6661000000000001,1.6667
1.6667999999999998,1.6676,1.6653,1.6654
1.6653,1.6653,1.6613,1.6619000000000002
1.6618,1.6619000000000002,1.6596,1.6606
1.6606999999999998,1.662,1.6604999999999999,1.6619000000000002
1.6618,1.6625,1.6604999999999999,1.6615
1.6614,1.6623,1.6606,1.6617
1.6618,1.6621000000000001,1.6571,1.6578
1.6577,1.6596,1.6556,1.6585999999999999
1.6585,1.6593,1.655,1.6558000000000002
1.6557,1.6593,1.6541000000000001,1.6545999999999998
1.6548,1.6549,1.6521,1.6537
1.6538,1.6556,1.6529,1.653
1.6532,1.6556,1.6526999999999998,1.6555
1.6556,1.6572,1.6528,1.6532
1.6533,1.6606,1.6532,1.6593
1.6592,1.6629,1.6575,1.6613
1.6614,1.6629,1.658,1.6585
1.6585999999999999,1.6593,1.657,1.658
1.6581000000000001,1.6587,1.6553,1.6558000000000002
1.6557,1.6587,1.6557,1.6573
1.6574,1.6577,1.6555,1.6568
1.6566999999999998,1.6582,1.6562000000000001,1.6582
1.6578,1.6581000000000001,1.6566,1.6578
1.6577,1.6579000000000002,1.6572,1.6578
1.6579000000000002,1.6612,1.6577,1.6606
1.6604999999999999,1.6627,1.6600000000000001,1.661
1.6611,1.6621000000000001,1.6602000000000001,1.6615
1.6614,1.6618,1.6602000000000001,1.6608
1.6606999999999998,1.6618,1.6601,1.6618
1.6617,1.6625999999999999,1.6616,1.6621000000000001
1.662,1.6646,1.661,1.6642000000000001
1.6641,1.6656,1.6615,1.6618
1.6619000000000002,1.6623,1.659,1.6599
1.6598000000000002,1.6657,1.6598000000000002,1.6621000000000001
1.6622,1.6623,1.6491,1.6498
1.6499000000000001,1.6509,1.6473,1.6487
1.6486,1.6492,1.6452,1.6473
1.6472,1.6481,1.6432,1.6461000000000001
1.646,1.6477,1.6449,1.6451
1.645,1.6451,1.6417000000000002,1.6431
1.643,1.6442,1.6402999999999999,1.6433
